"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_계_10~19세","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_계_80~89세","2021년08월_계_90~99세","2021년08월_계_100세 이상"
"전라남도 신안군 비금면(4691034000)","3,506","3,506","138","199","214","211","389","631","709","614","350","51","0"
"전라남도 신안군 도초면(4691035000)","2,482","2,482","109","204","161","163","265","384","458","394","318","25","1"
"전라남도 신안군 도초면우이도출장소(4691035500)","217","217","9","6","9","14","27","60","44","28","17","3","0"
"전라남도 신안군 흑산면(4691036000)","2,206","2,206","66","107","191","188","283","426","380","323","199","40","3"
"전라남도 신안군 흑산면가거도출장소(4691036500)","434","434","13","19","48","45","80","99","70","33","27","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","203","203","11","17","13","15","23","39","41","23","18","3","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","457","457","19","27","44","46","78","103","71","38","30","1","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","317","317","9","20","29","23","41","65","63","42","17","8","0"
"전라남도 신안군 하의면(4691037000)","1,727","1,727","63","99","117","109","194","312","324","286","197","26","0"
"전라남도 신안군 신의면(4691038000)","1,548","1,548","66","105","138","123","210","270","284","211","124","15","2"
"전라남도 신안군 장산면(4691039000)","1,546","1,546","74","69","72","97","159","235","335","283","195","25","2"
"전라남도 신안군 안좌면(4691040000)","2,742","2,742","112","96","212","177","225","444","575","473","367","60","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","283","283","16","8","21","27","28","44","65","45","26","3","0"
"전라남도 신안군 팔금면(4691041000)","986","986","21","28","48","60","82","151","222","211","142","21","0"
"전라남도 신안군 암태면(4691042000)","2,008","2,008","93","71","119","116","174","357","439","338","271","30","0"
"경상북도  (4700000000)","2,630,254","2,630,254","182,105","223,048","279,578","282,760","378,164","453,874","428,519","242,423","139,389","19,735","659"
"경상북도 포항시 (4711000000)","503,344","503,344","38,103","46,245","56,836","57,955","76,683","89,085","82,163","37,855","16,115","2,230","74"
"경상북도 포항시 남구 (4711100000)","230,550","230,550","16,683","20,980","26,669","26,040","35,440","40,865","38,182","17,645","7,080","926","40"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,375","7,375","130","234","416","428","704","1,349","1,994","1,300","726","90","4"
"경상북도 포항시 남구 연일읍(4711125300)","30,355","30,355","2,227","3,613","3,518","2,920","5,035","5,979","4,508","1,759","715","77","4"
"경상북도 포항시 남구 오천읍(4711125600)","55,719","55,719","5,434","5,872","6,791","7,910","10,362","8,651","6,750","2,616","1,188","138","7"
"경상북도 포항시 남구 대송면(4711131000)","3,398","3,398","60","124","249","238","292","654","956","535","243","45","2"
"경상북도 포항시 남구 동해면(4711132000)","9,758","9,758","518","749","938","949","1,213","1,802","1,873","1,120","516","76","4"
"경상북도 포항시 남구 장기면(4711133000)","4,055","4,055","65","122","187","183","292","689","1,007","805","609","92","4"
"경상북도 포항시 남구 호미곶면(4711135000)","1,880","1,880","31","69","95","82","184","317","448","388","230","35","1"
"경상북도 포항시 남구 상대동(4711152500)","24,755","24,755","1,081","1,480","3,280","2,876","3,267","4,412","5,189","2,461","628","78","3"
"경상북도 포항시 남구 해도동(4711154500)","17,129","17,129","575","761","1,645","1,556","2,148","3,282","4,202","2,235","658","65","2"
"경상북도 포항시 남구 송도동(4711155000)","12,274","12,274","388","674","1,000","967","1,402","2,206","3,204","1,740","604","87","2"
"경상북도 포항시 남구 청림동(4711156000)","4,757","4,757","205","260","654","476","530","812","990","594","207","27","2"
"경상북도 포항시 남구 제철동(4711157000)","2,950","2,950","141","184","714","351","349","488","438","198","79","8","0"
"경상북도 포항시 남구 효곡동(4711158000)","30,564","30,564","3,618","3,908","3,582","3,720","5,311","5,236","3,885","960","285","56","3"
"경상북도 포항시 남구 대이동(4711159000)","25,581","25,581","2,210","2,930","3,600","3,384","4,351","4,988","2,738","934","392","52","2"
"경상북도 포항시 북구 (4711300000)","272,794","272,794","21,420","25,265","30,167","31,915","41,243","48,220","43,981","20,210","9,035","1,304","34"
"경상북도 포항시 북구 흥해읍(4711325000)","40,851","40,851","3,747","3,663","4,165","4,906","6,244","7,107","6,220","2,992","1,561","244","2"
"경상북도 포항시 북구 신광면(4711331000)","2,885","2,885","61","79","173","123","210","469","808","499","400","62","1"
"경상북도 포항시 북구 청하면(4711332000)","4,768","4,768","97","197","299","253","448","886","1,147","841","516","82","2"
"경상북도 포항시 북구 송라면(4711333000)","2,503","2,503","36","91","147","99","193","450","631","484","318","54","0"
"경상북도 포항시 북구 기계면(4711334000)","4,962","4,962","78","188","288","226","364","896","1,277","923","625","96","1"
"경상북도 포항시 북구 죽장면(4711335000)","2,122","2,122","37","56","59","63","124","388","623","418","317","36","1"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","604","604","3","17","26","13","34","116","209","111","62","12","1"
"경상북도 포항시 북구 기북면(4711336000)","1,314","1,314","15","42","52","57","94","209","380","256","180","26","3"
"경상북도 포항시 북구 중앙동(4711352000)","15,545","15,545","557","796","1,611","1,712","1,918","2,675","3,328","2,011","823","109","5"
"경상북도 포항시 북구 양학동(4711363000)","16,913","16,913","1,151","1,793","2,052","1,825","2,598","3,361","2,691","1,032","353","54","3"
"경상북도 포항시 북구 죽도동(4711365500)","19,876","19,876","761","907","2,352","2,325","2,508","3,416","4,288","2,384","817","114","4"
"경상북도 포항시 북구 용흥동(4711366500)","21,953","21,953","1,366","1,935","2,341","2,123","3,193","4,023","4,209","1,929","740","92","2"
"경상북도 포항시 북구 우창동(4711368000)","33,222","33,222","3,204","3,170","3,780","4,653","5,051","6,013","4,805","1,725","723","95","3"
"경상북도 포항시 북구 두호동(4711369000)","23,033","23,033","1,609","2,358","2,825","2,472","3,284","4,616","3,832","1,444","524","67","2"
"경상북도 포항시 북구 장량동(4711370000)","72,737","72,737","7,838","8,838","9,093","9,914","13,319","12,148","8,067","2,504","872","140","4"
"경상북도 포항시 북구 환여동(4711371000)","9,506","9,506","860","1,135","904","1,151","1,661","1,447","1,466","657","204","21","0"
"경상북도 경주시 (4713000000)","252,344","252,344","15,647","20,356","26,059","24,830","36,063","46,508","42,836","24,838","13,332","1,805","70"
"경상북도 경주시 감포읍(4713025000)","5,387","5,387","137","224","332","320","589","980","1,257","944","518","81","5"
"경상북도 경주시 안강읍(4713025300)","24,304","24,304","1,059","1,968","2,198","1,686","3,188","4,903","4,504","2,926","1,674","190","8"
"경상북도 경주시 건천읍(4713025600)","9,301","9,301","313","488","698","638","992","1,637","2,102","1,459","867","103","4"
"경상북도 경주시 외동읍(4713025900)","22,057","22,057","1,355","1,204","2,178","2,644","3,003","4,368","3,976","2,030","1,118","174","7"
"경상북도 경주시 문무대왕면(4713031500)","4,230","4,230","209","180","438","449","359","656","846","602","419","68","4"
"경상북도 경주시 양남면(4713032000)","6,247","6,247","266","312","578","493","691","1,299","1,382","737","405","82","2"
"경상북도 경주시 내남면(4713033000)","4,712","4,712","94","201","269","240","402","860","1,159","831","576","78","2"
"경상북도 경주시 산내면(4713034000)","3,235","3,235","45","80","133","117","198","554","1,014","659","384","51","0"
"경상북도 경주시 서면(4713035000)","3,168","3,168","59","126","166","151","278","539","767","654","383","43","2"
"경상북도 경주시 현곡면(4713036000)","21,683","21,683","2,328","2,387","2,255","2,880","3,760","3,639","2,537","1,187","627","81","2"
"경상북도 경주시 강동면(4713037000)","6,158","6,158","173","311","468","342","686","1,226","1,379","916","570","85","2"
"경상북도 경주시 천북면(4713038000)","5,657","5,657","265","305","511","560","682","1,045","1,125","719","399","45","1"
"경상북도 경주시 중부동(4713051500)","5,163","5,163","191","303","524","467","634","840","1,073","759","344","28","0"
"경상북도 경주시 황오동(4713053000)","6,362","6,362","163","313","587","527","728","1,126","1,437","970","446","63","2"
"경상북도 경주시 성건동(4713055000)","13,671","13,671","402","782","1,930","1,214","1,737","2,306","2,696","1,821","692","88","3"
"경상북도 경주시 황남동(4713057000)","4,584","4,584","87","183","339","267","476","792","1,060","797","516","59","8"
"경상북도 경주시 선도동(4713059000)","14,634","14,634","1,087","1,625","1,860","1,408","2,459","2,804","1,863","969","497","61","1"
"경상북도 경주시 월성동(4713060500)","5,791","5,791","354","334","450","490","735","999","1,152","784","428","61","4"
"경상북도 경주시 용강동(4713061500)","23,980","23,980","2,857","2,655","2,604","3,383","4,390","4,035","2,510","980","482","80","4"
"경상북도 경주시 황성동(4713062100)","28,336","28,336","2,387","3,538","3,689","3,145","5,023","5,418","3,222","1,218","603","93","0"
"경상북도 경주시 동천동(4713063000)","22,245","22,245","1,143","2,176","2,894","2,199","3,519","4,427","3,550","1,576","669","87","5"
"경상북도 경주시 불국동(4713065000)","9,714","9,714","626","578","790","1,101","1,335","1,730","1,824","1,051","589","87","3"
"경상북도 경주시 보덕동(4713066000)","1,725","1,725","47","83","168","109","199","325","401","249","126","17","1"
"경상북도 김천시 (4715000000)","140,130","140,130","10,078","12,326","14,340","14,582","19,207","23,463","23,118","13,388","8,341","1,255","32"
"경상북도 김천시 아포읍(4715025000)","7,180","7,180","354","415","543","546","835","1,440","1,528","871","550","96","2"
"경상북도 김천시 농소면(4715031000)","3,039","3,039","118","129","255","213","308","552","675","443","305","40","1"
"경상북도 김천시 남면(4715032000)","3,102","3,102","69","135","214","198","287","585","725","470","355","62","2"
"경상북도 김천시 개령면(4715034000)","2,407","2,407","51","97","169","138","195","443","631","380","257","45","1"
"경상북도 김천시 감문면(4715035000)","3,295","3,295","70","101","162","163","235","579","866","560","475","84","0"
"경상북도 김천시 어모면(4715036000)","3,989","3,989","151","165","296","204","395","720","943","637","404","73","1"
"경상북도 김천시 봉산면(4715037000)","3,089","3,089","86","134","236","176","265","573","803","494","279","43","0"
"경상북도 김천시 대항면(4715038000)","3,414","3,414","83","184","279","197","309","693","833","459","317","57","3"
"경상북도 김천시 감천면(4715039000)","1,954","1,954","60","75","143","111","189","365","446","288","241","36","0"
"경상북도 김천시 조마면(4715040000)","2,212","2,212","50","84","130","120","190","402","573","341","280","40","2"
"경상북도 김천시 구성면(4715041000)","2,794","2,794","61","79","154","122","189","509","710","514","381","74","1"
"경상북도 김천시 지례면(4715042000)","1,534","1,534","39","53","77","69","93","256","385","291","237","32","2"
"경상북도 김천시 부항면(4715043000)","1,244","1,244","24","37","55","49","97","207","335","218","192","28","2"
"경상북도 김천시 대덕면(4715044000)","2,305","2,305","48","320","110","102","142","355","507","368","309","42","2"
"경상북도 김천시 증산면(4715045000)","1,040","1,040","8","34","43","20","88","209","304","156","160","18","0"
"경상북도 김천시 자산동(4715051600)","6,598","6,598","186","345","631","530","795","1,049","1,551","973","482","56","0"
"경상북도 김천시 평화남산동(4715053600)","7,570","7,570","211","420","787","670","865","1,289","1,625","1,051","577","72","3"
"경상북도 김천시 양금동(4715056500)","3,894","3,894","123","222","303","240","384","665","875","666","367","48","1"
"경상북도 김천시 대신동(4715057500)","25,356","25,356","1,986","3,198","3,723","2,806","4,043","4,314","2,921","1,437","823","99","6"
"경상북도 김천시 대곡동(4715059500)","20,269","20,269","1,327","2,327","2,285","1,946","2,918","3,676","3,191","1,615","859","124","1"
"경상북도 김천시 지좌동(4715061000)","11,005","11,005","855","1,074","1,415","1,292","1,789","1,919","1,529","752","327","52","1"
"경상북도 김천시 율곡동(4715064000)","22,840","22,840","4,118","2,698","2,330","4,670","4,596","2,663","1,162","404","164","34","1"
"경상북도 안동시 (4717000000)","157,534","157,534","10,249","13,388","16,483","15,213","21,704","25,708","26,718","16,586","9,958","1,479","48"
"경상북도 안동시 풍산읍(4717025000)","6,356","6,356","182","266","431","365","555","1,053","1,479","1,112","779","128","6"
"경상북도 안동시 와룡면(4717031000)","3,998","3,998","84","194","266","185","315","639","946","719","565","82","3"
"경상북도 안동시 북후면(4717032000)","2,956","2,956","58","80","140","150","299","511","690","525","436","66","1"
"경상북도 안동시 서후면(4717033000)","3,479","3,479","80","122","272","205","329","575","892","536","386","82","0"
"경상북도 안동시 풍천면(4717034000)","6,950","6,950","463","378","970","1,101","781","907","1,041","748","479","76","6"
"경상북도 안동시 일직면(4717035000)","2,682","2,682","45","111","133","113","223","418","626","555","400","55","3"
"경상북도 안동시 남후면(4717036000)","1,737","1,737","24","60","80","75","147","262","415","346","283","45","0"
"경상북도 안동시 남선면(4717037000)","2,107","2,107","51","84","145","125","175","417","518","327","227","38","0"
"경상북도 안동시 임하면(4717038000)","2,820","2,820","58","106","168","142","250","495","726","476","334","63","2"
"경상북도 안동시 길안면(4717039000)","2,724","2,724","41","79","119","111","170","507","731","532","386","47","1"
"경상북도 안동시 임동면(4717040000)","1,731","1,731","31","50","70","59","141","279","494","335","245","24","3"
"경상북도 안동시 예안면(4717041000)","1,832","1,832","46","49","81","77","106","332","507","348","259","26","1"
"경상북도 안동시 도산면(4717042000)","1,606","1,606","24","43","67","66","114","271","435","335","217","34","0"
"경상북도 안동시 녹전면(4717043000)","1,726","1,726","31","60","60","68","125","265","494","334","254","35","0"
"경상북도 안동시 중구동(4717051000)","5,110","5,110","221","335","615","490","613","789","923","720","339","64","1"
"경상북도 안동시 명륜동(4717052000)","4,975","4,975","290","401","508","411","690","906","896","549","289","35","0"
"경상북도 안동시 용상동(4717055500)","22,109","22,109","1,850","2,310","2,994","2,510","3,490","3,443","2,907","1,625","856","123","1"
"경상북도 안동시 서구동(4717058500)","9,036","9,036","610","884","847","768","1,359","1,418","1,521","1,008","548","69","4"
"경상북도 안동시 태화동(4717060000)","13,137","13,137","896","944","1,352","1,483","1,841","2,165","2,271","1,436","663","81","5"
"경상북도 안동시 평화동(4717062000)","6,306","6,306","368","510","649","569","890","1,024","1,181","710","349","54","2"
"경상북도 안동시 안기동(4717063000)","6,219","6,219","325","545","676","564","836","1,146","1,191","650","248","37","1"
"경상북도 안동시 옥동(4717065000)","21,425","21,425","1,912","2,584","2,595","2,389","3,710","3,488","2,724","1,255","669","95","4"
"경상북도 안동시 송하동(4717066000)","16,156","16,156","1,495","1,703","1,958","2,088","2,563","2,750","2,128","895","491","82","3"
"경상북도 안동시 강남동(4717069000)","10,357","10,357","1,064","1,490","1,287","1,099","1,982","1,648","982","510","256","38","1"
"경상북도 구미시 (4719000000)","413,813","413,813","39,594","44,246","55,381","63,768","72,709","69,749","42,507","16,262","8,330","1,229","38"
"경상북도 구미시 선산읍(4719025000)","14,715","14,715","828","1,124","1,351","1,214","1,904","2,896","2,801","1,471","950","170","6"
"경상북도 구미시 고아읍(4719025300)","38,228","38,228","3,630","3,870","4,656","4,878","5,817","7,915","4,667","1,638","983","171","3"
"경상북도 구미시 산동읍(4719025600)","26,697","26,697","5,586","2,404","2,410","7,742","4,640","2,094","1,098","392","285","45","1"
"경상북도 구미시 무을면(4719031000)","1,841","1,841","44","55","98","76","120","358","487","305","255","43","0"
"경상북도 구미시 옥성면(4719032000)","1,685","1,685","11","52","100","67","140","312","438","274","253","37","1"
"경상북도 구미시 도개면(4719033000)","2,184","2,184","38","105","140","97","178","393","519","374","299","41","0"
"경상북도 구미시 해평면(4719034000)","4,036","4,036","57","144","272","210","394","795","938","666","492","65","3"
"경상북도 구미시 장천면(4719036000)","3,075","3,075","67","188","230","172","335","590","668","468","316","39","2"
"경상북도 구미시 송정동(4719051000)","24,246","24,246","1,750","2,405","3,350","3,344","3,844","4,393","3,488","1,208","425","38","1"
"경상북도 구미시 원평동(4719053500)","6,388","6,388","128","202","728","726","975","1,327","1,330","670","253","47","2"
"경상북도 구미시 도량동(4719055100)","29,331","29,331","2,239","3,365","3,716","3,345","4,853","5,964","3,919","1,265","596","69","0"
"경상북도 구미시 지산동(4719055500)","2,191","2,191","68","120","208","144","275","462","541","242","115","15","1"
"경상북도 구미시 선주원남동(4719056500)","39,052","39,052","3,667","4,980","5,122","4,883","7,330","7,113","4,109","1,235","537","75","1"
"경상북도 구미시 형곡1동(4719058200)","14,274","14,274","1,010","1,538","1,877","1,599","2,324","2,950","1,958","717","271","29","1"
"경상북도 구미시 형곡2동(4719058300)","16,661","16,661","789","1,842","2,647","1,606","2,606","3,798","2,387","699","252","33","2"
"경상북도 구미시 신평1동(4719059000)","3,242","3,242","135","162","582","503","442","599","483","242","82","12","0"
"경상북도 구미시 신평2동(4719060000)","3,166","3,166","278","223","389","530","431","610","413","184","94","11","3"
"경상북도 구미시 비산동(4719061000)","13,171","13,171","1,658","1,093","1,799","2,787","2,168","2,190","1,056","293","109","18","0"
"경상북도 구미시 광평동(4719063000)","4,337","4,337","303","354","618","662","757","821","496","234","81","10","1"
"경상북도 구미시 상모사곡동(4719064500)","31,021","31,021","2,745","3,695","4,701","4,349","6,021","6,037","2,335","735","346","55","2"
"경상북도 구미시 임오동(4719066000)","18,796","18,796","2,066","2,484","2,398","2,867","3,867","3,191","1,288","410","191","33","1"
"경상북도 구미시 인동동(4719067000)","48,112","48,112","4,511","5,898","7,153","8,270","9,491","7,071","3,706","1,323","603","84","2"
"경상북도 구미시 진미동(4719068000)","16,436","16,436","888","1,063","4,236","4,301","2,759","1,782","922","335","123","25","2"
"경상북도 구미시 양포동(4719069000)","46,533","46,533","6,516","6,656","5,915","8,359","10,292","5,464","2,078","796","397","58","2"
"경상북도 구미시 공단동(4719070000)","4,395","4,395","582","224","685","1,037","746","624","382","86","22","6","1"
"경상북도 영주시 (4721000000)","102,258","102,258","5,827","8,654","9,586","8,213","13,504","17,395","19,140","11,745","7,050","1,091","53"
"경상북도 영주시 풍기읍(4721025000)","10,620","10,620","459","735","932","731","1,167","1,785","2,388","1,428","842","141","12"
"경상북도 영주시 이산면(4721031000)","2,321","2,321","52","93","172","106","176","452","586","349","294","41","0"
"경상북도 영주시 평은면(4721032000)","1,436","1,436","22","51","83","42","98","246","352","280","220","40","2"
"경상북도 영주시 문수면(4721033000)","1,937","1,937","54","86","131","107","163","317","475","306","240","57","1"
"경상북도 영주시 장수면(4721034000)","2,184","2,184","52","102","160","110","172","349","533","369","276","56","5"
"경상북도 영주시 안정면(4721035000)","2,980","2,980","79","119","176","141","247","475","769","522","379","72","1"
"경상북도 영주시 봉현면(4721036000)","2,732","2,732","68","129","166","127","255","472","746","455","269","39","6"
"경상북도 영주시 순흥면(4721037000)","2,014","2,014","36","68","122","85","135","355","588","339","242","42","2"
"경상북도 영주시 단산면(4721038000)","1,851","1,851","22","55","100","80","138","318","479","331","283","44","1"
"경상북도 영주시 부석면(4721039000)","3,046","3,046","54","109","132","128","201","526","875","559","394","67","1"
"경상북도 영주시 상망동(4721051000)","7,634","7,634","442","899","735","552","1,199","1,359","1,184","779","415","68","2"
"경상북도 영주시 하망동(4721052500)","6,105","6,105","330","573","592","455","833","1,116","1,061","706","394","40","5"
"경상북도 영주시 영주1동(4721055000)","4,042","4,042","149","282","323","271","471","675","878","604","339","46","4"
"경상북도 영주시 영주2동(4721056000)","4,991","4,991","212","341","372","340","563","855","1,103","758","395","50","2"
"경상북도 영주시 휴천1동(4721059000)","6,616","6,616","455","864","704","500","1,102","1,208","889","555","301","36","2"
"경상북도 영주시 휴천2동(4721060000)","10,077","10,077","506","698","1,161","820","1,250","1,793","1,937","1,217","610","83","2"
"경상북도 영주시 휴천3동(4721061000)","7,825","7,825","406","675","896","610","996","1,543","1,462","778","396","62","1"
"경상북도 영주시 가흥1동(4721062000)","15,829","15,829","1,914","1,997","1,748","2,243","3,106","2,172","1,530","711","357","50","1"
"경상북도 영주시 가흥2동(4721063000)","8,018","8,018","515","778","881","765","1,232","1,379","1,305","699","404","57","3"
"경상북도 영천시 (4723000000)","101,881","101,881","5,621","6,633","9,910","9,194","12,372","18,027","19,398","12,673","7,183","848","22"
"경상북도 영천시 금호읍(4723025000)","10,751","10,751","377","461","904","731","1,175","2,195","2,356","1,593","865","92","2"
"경상북도 영천시 청통면(4723031000)","4,027","4,027","104","129","276","260","343","709","1,048","720","390","47","1"
"경상북도 영천시 신녕면(4723032000)","3,818","3,818","100","200","216","205","327","631","959","693","430","56","1"
"경상북도 영천시 화산면(4723033000)","3,162","3,162","67","94","161","159","260","565","782","619","403","51","1"
"경상북도 영천시 화북면(4723034000)","2,207","2,207","54","93","113","86","160","397","580","390","287","45","2"
"경상북도 영천시 화남면(4723035000)","3,202","3,202","78","128","175","164","229","582","852","597","345","51","1"
"경상북도 영천시 자양면(4723036000)","1,223","1,223","15","37","83","38","67","260","317","220","163","22","1"
"경상북도 영천시 임고면(4723037000)","4,201","4,201","114","142","252","208","349","693","1,014","867","507","54","1"
"경상북도 영천시 고경면(4723038000)","5,729","5,729","244","211","810","427","500","838","1,172","914","557","55","1"
"경상북도 영천시 북안면(4723039000)","4,428","4,428","79","127","254","224","385","759","1,137","856","537","67","3"
"경상북도 영천시 대창면(4723040000)","3,061","3,061","84","84","196","192","241","539","861","513","311","39","1"
"경상북도 영천시 동부동(4723051000)","28,387","28,387","2,332","2,775","3,382","3,364","4,469","5,092","3,975","1,910","978","106","4"
"경상북도 영천시 중앙동(4723052000)","9,691","9,691","710","934","1,234","1,084","1,453","1,660","1,347","814","409","45","1"
"경상북도 영천시 서부동(4723053500)","4,711","4,711","153","268","484","367","517","861","978","684","358","40","1"
"경상북도 영천시 완산동(4723054000)","9,170","9,170","874","756","1,005","1,261","1,417","1,468","1,244","766","345","33","1"
"경상북도 영천시 남부동(4723055500)","4,113","4,113","236","194","365","424","480","778","776","517","298","45","0"
"경상북도 상주시 (4725000000)","96,019","96,019","4,982","7,438","7,780","7,138","11,083","16,252","19,011","12,414","8,545","1,338","38"
"경상북도 상주시 함창읍(4725025000)","6,443","6,443","264","524","379","423","689","1,038","1,387","936","701","96","6"
"경상북도 상주시 중동면(4725031000)","1,389","1,389","41","59","64","67","103","225","318","291","196","25","0"
"경상북도 상주시 사벌국면(4725032500)","3,819","3,819","102","166","185","205","320","605","907","653","576","97","3"
"경상북도 상주시 낙동면(4725033000)","2,955","2,955","81","144","162","118","222","474","677","543","449","81","4"
"경상북도 상주시 낙동면동부출장소(4725033500)","978","978","26","31","51","35","72","195","234","148","166","20","0"
"경상북도 상주시 청리면(4725034000)","2,603","2,603","81","97","134","142","188","417","649","458","376","59","2"
"경상북도 상주시 공성면(4725035000)","3,941","3,941","93","227","181","185","299","615","996","744","520","79","2"
"경상북도 상주시 외남면(4725036000)","1,644","1,644","53","64","75","79","130","280","386","299","234","44","0"
"경상북도 상주시 내서면(4725037000)","1,903","1,903","44","67","89","94","128","355","533","315","250","28","0"
"경상북도 상주시 모동면(4725038000)","2,566","2,566","93","153","152","131","246","486","663","379","230","29","4"
"경상북도 상주시 모서면(4725039000)","1,735","1,735","59","65","95","83","145","321","457","273","202","35","0"
"경상북도 상주시 모서면서부출장소(4725039500)","754","754","25","39","31","43","55","141","203","113","93","11","0"
"경상북도 상주시 화동면(4725040000)","1,953","1,953","52","105","94","99","156","374","480","340","206","47","0"
"경상북도 상주시 화서면(4725041000)","2,781","2,781","151","147","138","178","247","507","643","415","316","39","0"
"경상북도 상주시 화북면(4725042000)","1,212","1,212","24","61","64","63","113","254","280","189","140","23","1"
"경상북도 상주시 화북면서부출장소(4725042600)","334","334","5","11","14","8","26","65","103","52","44","6","0"
"경상북도 상주시 외서면(4725043000)","2,687","2,687","88","142","117","130","277","464","621","454","342","50","2"
"경상북도 상주시 은척면(4725044000)","1,136","1,136","20","48","35","30","78","164","313","246","171","29","2"
"경상북도 상주시 은척면북부출장소(4725044500)","369","369","5","20","9","9","21","67","77","68","82","11","0"
"경상북도 상주시 공검면(4725045000)","2,117","2,117","37","91","93","92","165","293","539","409","335","62","1"
"경상북도 상주시 이안면(4725046000)","2,023","2,023","56","84","91","73","184","290","448","406","324","65","2"
"경상북도 상주시 화남면(4725047000)","813","813","33","31","45","34","62","160","189","139","95","25","0"
"경상북도 상주시 남원동(4725052000)","12,035","12,035","850","1,313","1,255","1,206","1,737","2,036","1,914","1,115","531","76","2"
"경상북도 상주시 북문동(4725053000)","9,001","9,001","713","826","963","1,006","1,343","1,525","1,477","712","380","56","0"
"경상북도 상주시 계림동(4725054000)","8,178","8,178","593","834","763","821","1,182","1,401","1,257","762","496","66","3"
"경상북도 상주시 동문동(4725055000)","8,143","8,143","547","736","840","719","1,112","1,494","1,329","834","461","68","3"
"경상북도 상주시 동성동(4725056000)","3,553","3,553","163","327","291","242","479","606","665","476","260","44","0"
"경상북도 상주시 신흥동(4725057000)","8,954","8,954","683","1,026","1,370","823","1,304","1,400","1,266","645","369","67","1"
"경상북도 문경시 (4728000000)","71,045","71,045","3,871","5,484","6,173","5,492","8,541","11,786","13,935","9,140","5,730","855","38"
"경상북도 문경시 문경읍(4728025000)","5,817","5,817","202","362","367","354","592","991","1,335","953","566","84","11"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,105","1,105","34","60","68","47","93","222","275","170","118","18","0"
"경상북도 문경시 가은읍(4728025300)","3,197","3,197","105","148","162","152","253","514","752","568","465","76","2"
"경상북도 문경시 가은읍북부출장소(4728025400)","849","849","12","40","32","44","72","186","218","139","92","13","1"
"경상북도 문경시 영순면(4728031000)","2,452","2,452","57","271","142","88","177","327","589","383","356","62","0"
"경상북도 문경시 산양면(4728032000)","3,082","3,082","92","127","185","160","255","475","751","536","417","83","1"
"경상북도 문경시 호계면(4728033000)","2,393","2,393","39","150","336","101","165","379","547","352","283","41","0"
"경상북도 문경시 산북면(4728034000)","2,763","2,763","58","102","148","117","210","463","671","509","418","62","5"
"경상북도 문경시 동로면(4728035000)","1,962","1,962","82","80","89","94","173","340","532","316","221","35","0"
"경상북도 문경시 마성면(4728036000)","3,580","3,580","94","120","219","205","280","621","788","686","498","65","4"
"경상북도 문경시 농암면(4728037000)","2,659","2,659","76","92","127","127","185","506","681","458","334","68","5"
"경상북도 문경시 점촌1동(4728057000)","5,785","5,785","353","392","522","543","701","975","1,167","735","363","33","1"
"경상북도 문경시 점촌2동(4728058000)","7,074","7,074","435","572","604","638","862","1,097","1,417","956","438","53","2"
"경상북도 문경시 점촌3동(4728059000)","8,946","8,946","609","842","848","758","1,311","1,509","1,588","941","472","65","3"
"경상북도 문경시 점촌4동(4728060000)","3,132","3,132","121","151","201","246","315","513","706","515","328","35","1"
"경상북도 문경시 점촌5동(4728061000)","16,249","16,249","1,502","1,975","2,123","1,818","2,897","2,668","1,918","923","361","62","2"
"경상북도 경산시 (4729000000)","267,935","267,935","19,961","22,938","36,495","33,179","41,656","45,650","37,070","20,005","9,743","1,204","34"
"경상북도 경산시 하양읍(4729025000)","27,460","27,460","1,866","2,875","4,126","2,877","4,344","4,494","3,476","2,194","1,090","113","5"
"경상북도 경산시 진량읍(4729025300)","35,692","35,692","2,226","3,306","5,330","3,833","6,033","6,957","4,339","2,337","1,195","133","3"
"경상북도 경산시 압량읍(4729025600)","20,661","20,661","2,211","1,181","3,097","3,976","3,025","2,793","2,409","1,238","645","83","3"
"경상북도 경산시 와촌면(4729031000)","5,753","5,753","137","247","460","441","584","1,141","1,399","815","470","58","1"
"경상북도 경산시 자인면(4729033000)","5,488","5,488","135","248","441","387","579","984","1,356","839","459","57","3"
"경상북도 경산시 용성면(4729034000)","3,306","3,306","65","103","203","193","267","571","867","614","371","52","0"
"경상북도 경산시 남산면(4729035000)","3,711","3,711","118","155","245","213","360","678","911","587","379","62","3"
"경상북도 경산시 남천면(4729037000)","2,943","2,943","78","98","235","180","264","567","712","508","253","45","3"
"경상북도 경산시 중방동(4729051000)","9,743","9,743","516","573","1,491","1,157","1,225","1,861","1,758","797","328","37","0"
"경상북도 경산시 중앙동(4729052000)","6,412","6,412","200","380","950","673","768","1,248","1,158","645","355","34","1"
